length_s,rate,wav_location,species,key,bird_id,start_time,end_time,spectrogram,syllables_sequence_pos,syllables_sequence_id
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,1.4653968253968253,1.5577777777777777,"[[18 18 18 ... 18 18 18]
 [18 18 18 ... 18 18 18]
 [18 18 18 ... 18 18 18]
 ...
 [18 18 18 ... 18 18 18]
 [18 18 18 ... 18 18 18]
 [18 18 18 ... 18 18 18]]",18,2
1.4698412698412697,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout3.wav,Junco-hyemalis,bout3,139623,1.581904761904762,1.6746031746031744,"[[18 18 18 ... 18 18 18]
 [18 18 18 ... 18 18 18]
 [18 18 18 ... 18 18 18]
 ...
 [18 18 18 ... 18 18 18]
 [18 18 18 ... 18 18 18]
 [18 18 18 ... 18 18 18]]",19,2
1.488888888888889,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout4.wav,Junco-hyemalis,bout4,139623,0.1784126984126984,0.21365079365079365,"[[9 9 9 ... 9 9 9]
 [9 9 9 ... 9 9 9]
 [9 9 9 ... 9 9 9]
 ...
 [9 9 9 ... 9 9 9]
 [9 9 9 ... 9 9 9]
 [9 9 9 ... 9 9 9]]",0,3
1.488888888888889,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout4.wav,Junco-hyemalis,bout4,139623,0.24412698412698414,0.2828571428571428,"[[8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 ...
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]
 [8 8 8 ... 8 8 8]]",1,3
1.488888888888889,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout4.wav,Junco-hyemalis,bout4,139623,0.31777777777777777,0.36126984126984124,"[[11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 ...
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]]",2,3
1.488888888888889,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout4.wav,Junco-hyemalis,bout4,139623,0.386984126984127,0.4298412698412698,"[[11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 ...
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]]",3,3
1.488888888888889,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout4.wav,Junco-hyemalis,bout4,139623,0.45714285714285713,0.49746031746031744,"[[10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 ...
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]]",4,3
1.488888888888889,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout4.wav,Junco-hyemalis,bout4,139623,0.525079365079365,0.5628571428571427,"[[11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 ...
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]
 [11 11 11 ... 11 11 11]]",5,3
1.488888888888889,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout4.wav,Junco-hyemalis,bout4,139623,0.5917460317460317,0.6292063492063492,"[[10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 ...
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]
 [10 10 10 ... 10 10 10]]",6,3
1.488888888888889,44100,tutorial_birds_dataset\Junco-hyemalis-139623_F1\Junco-hyemalis-139623_F1_bout4.wav,Junco-hyemalis,bout4,139623,0.660952380952381,0.6987301587301586,"[[12 12 12 ... 12 12 12]
 [12 12 12 ... 12 12 12]
 [12 12 12 ... 12 12 12]
 ...
 [12 12 12 ... 12 12 12]
 [12 12 12 ... 12 12 12]
 [12 12 12 ... 12 12 12]]",7,3
